Russian,Kubachin
Посмотрите налево (направо).,КьякьчивдитIин хъяминнащал (гIяххиннащал).
Посмотрите вверх.,КьякьчегьитIин хъайе.
Посмотрите на таблицу.,КьякьчегьитIин таблицалже.
Как вы видите эту таблицу?,Сагъун булхIундин йей таблица?
Закройте левый глаз.,Хъямил уле чидакьа.
Закройте правый глаз.,ГIяххил уле чидакьа.
Читайте (называйте) эту букву.,Йей хIярп кабилчIин (гьаа).
Я плохо вижу эту букву.,Даммий ил хIярп хъямле тисабилгунда.
А эту букву?,Гье йей хIярп?
Эту букву я вижу ясно.,Ил хIярп дамми гIяхле тисабилгунда.
Я выпишу вам очки.,Дудил иттий улбе каттижила
Вам надо лечь в больницу.,Иттий больниццал киссий бажилсаб.
Тебя можно вылечить без операции.,У операция акквит гIяхвакьий ажилалсаб.
"Вам-то операция необходима, согласны?","Иттийкьел операция бакьи бажилсаб, разилдий (къарщилъадий)?"
Лекарство получите по этому рецепту.,Дарманте йей рецепт хIясибле гьатталчин.
НАЦИОНАЛЬНОСТЬ,МИЛЛАТ
Где ты родился?,У чинав гьаттакIубзивдин?
Я родился в Дагестане,Ду Дагъистанлиццив гьаттакIубзивда
Какой ты национальности?,У се миллатладин?
Я – даргинец.,Ду дарккванда.
Мой друг – русский.,Дила уртахъ – гIурус сав.
Моя подруга – даргинка.,Дила уртахъ йуссе дарккван сай.
Откуда вы?,Уща чинал?
Мы из Дербента,Нусса Чулилгьаттала.
Аварцы.,КIарахъанте.
Андийцы.,ГIяндала.
Арчинцы.,Арчилла.
Ахвахцы.,Ахвахла.
Бежтинцы.,БежтIала.
Ботлихцы.,Бутлихла.
Дагестанцы.,Дагъистанна.
Даргинцы.,Даркквала.
Кумыки.,Къумухъла.
Лакцы.,Билукквала.
Лезгины.,Лезгинте.
Ногайцы.,Нугъайте.
Табасараны.,Табасаранте.
Таты.,ЖугьутIэ.
Цахуры.,ЦIахурте.
Чамалинцы.,ЧIамалалла.
Рутулы.,Рутулла.
Агулы.,Агъулла.
ИЗВИНЕНИЕ,ЧИЙКЕХВНЕ
Извинение.,Чийкехвне .
Простить.,Чийкехви.
"Извините (простите) меня, я был виноват.","Чийкехви, дуда гIяябла вагь."
"Простите, я вам этого не позволю.","ГIяяб бийкьмекьит, амма дудил у ил ба̄ кьи ватилакквид."
"Простите, немного опоздал.","ГIяяб бийкьмекьит, бара (никIалла) кьанухубда."
Не обижайся (не обижайтесь).,ГIяяб бийкьмекьит.
Запир простил своего друга.,Запирре синна уртахъли гIяяб бийкьул асав.
СОГЛАСИЕ,"РАЗИДИХЬ, КЬАБУЛДИХЬ"
Согласие.,Разидихь.
Да. Нет.,Гьу. Уу.
Я согласен.,Ду разилда. Ду разил ада.
Я не согласен.,
Я не стану возражать.,Ду къаршил ада.
Мы не возражаем.,Ниссилла къаршидихь либакква. Нусса къаршил ада.
Вы правы.,У дурусле укIут.
Просят дать твое согласие.,Ила пурман (разидихь) бажилсаб.
Я последую вашему совету.,У укIу тяхIярре бакьила.
Мы с вами,Уйа дуйа са гъайлиже сякьида.
пришли к единому мнению.,
"Спасибо, я приду.","Баркалла, ду сагъилла."
"Очень хорошо, именно так и сделаем.","Гьакал гIяхле, тяп налиттал бакьила."
ОТКАЗ,БАКЬАКЬНЕ
Отказ.,Мурад (къуллукъ) ба̄ кьакьай.
Отказать.,Мурад ба̄ кьакьи.
Отказывается.,Разийакквал.
Нет.,"Юх, асаб, уу."
Нельзя.,"А̄ гага, хейребихейхва."
Не нужно было.,Бажиладе.
Я против.,"Ду къаршилда, ду разил ада."
Это нам не подходит.,Ил ниссий балбикул асаб.
Никак нельзя.,СечIугъунне ага̄ га.
Я не соглашусь.,Ду разийухикквид.
"Спасибо, нельзя.","Баркалла, ага̄ га."
Мы не можем выполнить вашу просьбу.,Ниссадил у укIван ба̄ кьий духилал ада.
Мне некогда.,"Дила вахт ( пурсат) либакква,"
Мне не нравится.,Даммий гIяхтакабиццул ада.
Это невозможно сделать.,Ил сикIабха ба̄ кьий ажилал саб.
Не нужно.,Бажил асаб.
Не удобно (ситуция). Не удобно (работа).,Балбичилал (уччилал) асаб. Къинналсаб.
Нет необходимости.,Чараакквал асаб.
Ни один не отказался.,СачIуну къаршил аде.
Не получится. Не сделаю.,Ажилал асаб. Ба̄ кьилакквид.
ПРИГЛАШЕНИЕ,ТlАЛАБГЬАЪНЕ
Приглашение.,ТIалабгьаъне
Пригласить.,ТIалабгьаи
Пригласите его в дом.,Хъил чиука.
Они нас пригласили на свадьбу.,Иттадил нусса михълиже дукул саб.
Приглашать на свадьбу.,Михълиже бучи.
"Заходите домой, садитесь.","Дахьа хъил, каттига."
Приходите к нам завтра.,Ччавал ниссищу сякьина.
ДРУЖБА,"УРТАХЪДИХЬ, ЮЛДАШДИХЬ"
Друг (подруга).,"Уртахъ, юлдаш."
Мой друг Рабадан.,Рабадан дила уртахъ (юлдаш) сав.
Моя подруга Написат.,Написат дила юлдаш (уртахъ) сай.
Моего друга зовут Али.,Дила уртахъ ГIяле букIузив сав.
А как зовут твою подругу?,Ила уртахъ ча букIузийну?
У них крепкая дружба.,Ихтталла юлдашдихь цIакьжуд сад.
Я бы хотел(а) подружиться с тобой/ с вами.,Дамми ила уртахъ (юлдаш) ажий биккулда.
"Одежда хороша новая, а дружба – старая.","Палтар цIижуд гIях дийхвай, уртахъ (юлдаш) – биналла."
ПРОФЕССИЯ,ГIЯЧЕ
СПЕЦИАЛЬНОСТЬ,САНИГIЯТ
Какая у вас/ у тебя специальность?,Ила се санигIятну?
Где вы работаете?,У чинав викьулдин?
Я ювелир (учитель доктор) в своем селении.,"Ду а̄ сла (мутилла) устада (учитилда, духтурда) щилццив."
Он работает на заводе.,Ит завудлив викьулсав.
Моя мать работает учительницей.,Дила аба учительниццали йикьулсай.
Какое учебное заведение вы окончили?,Удил силла курс таманбакьаттину (билчIиттину)?
Я еще не имею специальности.,Дила налла (сухъла) гIяче либбакква.
Я учусь на втором курсе филологического факультета ДГУ.,Ду ДГУ-лла филологиялла факультетла кIвиибил курслижив учIунда.
СЕМЬЯ,ХЪАЛ
Семейный.,Хъалла (кулпатла) вагь.
Отец.,Атта.
Мать.,Аба.
Брат.,Уцце.
Сестра.,Йуцце.
Дядя (по отцу).,Аттауцце.
Дядя (по матери).,Абауцце.
"Дедушка (по отцу, по матери).","Аттата, абахъаллаатта."
"Бабушка (по отцу, по матери).","Аттааба, абахъаллааба (абаба)."
Племянник (сын брата).,Уццилла гал.
Племянник (сын сестры).,Йуццилла гал.
Племянница (дочь брата).,Уццилла йуссе.
Племянница (дочь сестры).,Йуццилла йуссе.
Тетя (сестра отца).,Аттйуцце.
Тетя (сестра матери).,Абайуцце.
Невестка.,Галла хьунул (цIиквай).
Зять.,Ккияв.
Шурин.,Хьунулла уцце.
Свояк.,Вархккияв (вархсив).
Деверь.,Тубла (адамилла) уцце.
Теща.,Хьунулла аба.
Тесть.,Хьунулла атта.
Свекор.,Тубла атта.
Свекровь.,Тубла аба.
Двоюродный брат.,Уццикьай.
Двоюродная сестра.,Йуццикьай.
Троюродный брат.,Няхълауццикьай.
Троюродная сестра.,Няхълайуццикьай.
Семья состоит из шести человек.,Ниссилла хъилид эк инсан хидда.
Мой отец – врач.,Дила атта духтурсав.
Моя мать – медсестра.,Дила аба медсестрасай.
Старший брат Али учится в медицинском университете.,Хвалел уцце ГIяле медицIиналла университетлив учIунсав
Моего младшего брата зовут Магомед.,Дила викIел уццили МухIумяд букIай.
Меня зовут Хадижат (Патимат).,Дамми Хадижат (Патмат) букIай.
Мою бабушку зовут Айша.,Дила абахъаллабай ГIяша букIай.
Бабушке исполнилось 75 лет.,Дила абахъаллаба ВецIанухьва дус йухубсай.
У моего старшего брата есть невеста.,Дила хвалел уццилла йаччибхьад тий
"Мой дедушка работал учителем, а сейчас он на пенсии.","Дила аттата учителли викье, хена ил пенсиялжив сав."
Дедушку зовут Рабадан.,Аттатай Рабадан букIай.
Мы очень любим своего дедушку и бабушку,"Нисси аттатайа аттабайа (абахъаллаабайа, абахъаллааттайа) гьакал биччихъида."
Бабушка учит нас родному языку.,Абахъаллаабадил нусса ниссила кубли буссадийкьу.
Бабушка много рассказывает нам о кубачинских обычаях.,Аттабадил ххял ГIугъбугла гIядаталла хабарте гьалуга нисси.
Бабушка наша живет в ауле.,Ниссила аттаба шилцций хIирйихулсай.
Каждый год с радостью на каникулы езжу к бабушке.,Гьар дус каникултадди ду цихъле аттабащу вахьуд.
Дружно живет наша семья.,Сагьабалгунжуб саб ниссила кулпат.
В нашей семье очень уважают старших.,Ниссила кулпатле хвалелталла гьакал хIурмат бийкьу.
НА БАЗАРЕ,БАЗАРРИЖИБ
Базар.,Базар.
Торговля.,Вачай.
Купить.,Ассий.
Продать.,Бисий.
В вашем городе есть рынок?,Ищила шагьаррицциб либий базар?
"Давайте, завтра пойдем на базар.","Дахьа, ччавал базарриже дгIукье."
Я люблю ходить по базару и смотреть.,Дам (дамми) биччихъид базар бихккул чурсижий.
Наш рынок большой.,Ниссила базар хвалазиб саб.
Там всегда можно найти разные фрукты.,Иттуд гьаман жура-журалла цIидихь да̄ ччи титтихва.
Где можно купить цветы?,Уге чинад ассий агану?
Как можно проехать (пройти) на рынок?,Базарриже сагъунне гIукьедихьну?
Что нового продают у вас на рынке сегодня?,ЦIизиб се либну иял базаррижиб бисул?
На базаре сегодня есть кайтагские яблоки и груши.,Иял базаррижид хайдакьла гьунзбе- хъгIубе тид.
Эти груши сладкие?,Йитте хъгIубе мидижудйи ?
Этот виноград – лучший сорт! Покупайте виноград!,Йитте тIитIе – гьис гIяхил журалла сад! Асса тIитIе!
Сколько килограммов моркови на весах?,Чум килуну житIалла умсанлижид?
Почему так дорого?,Силий гьакал (дурхъалну) эблену?
Нельзя ли немного дешевле?,Са бара дӯгьа гъамакквай ?
"Все, что ты хочешь можно найти в том ряду.",Итти гьарил бажийзиб тет рядлицциб баччий тиб.
Когда открывается рынок?,Мут таквбикьулну базар?
Он работает с 6-ти утра.,Ччавалла эк сяхIятле таквле бихвай.
Хочу купить мясо.,Дам диг ассий биккулда.
Сколько стоит капуста?,Кусалину капуста?
ГОРОД,ШАГЬАР
Горожане.,Шагьарра халкь.
Ваш город большой?,Ишшила шагьар хвалазибйи ?
Мы впервые в вашем городе.,Нусса ишшила шагьаррлиццид иял ссибтада.
Мне нравиться этот город.,Дамми (дам) ей шагьар гIяхтакабиццид.
"Наш город большой, он особенно разросся за последние годы.","Ниссила шагьар хвалазибсаб, гьилал гьакал хвалагьабагъе."
Сколько в вашей республике городов?,Ишшила республикалццид чум шагьар лидну?
В Дагестане 10 городов.,Дагъистанниццид вицъ шагьар лид.
Здесь живут люди разных национальностей.,Яниб дикIе-декIей миллатла халкь либ хIирбийхул.
Махачкала – столица республики и самый большой город.,"МахIячкъала – республикалла сталица саб, гьис хвалазиб шагьар саб."
"Раньше наш город назывался Анджи-кала, затем Порт- Петровск.","Талал ниссила шагьарри Анджи къала букIул бихве, гьиба – Порт- Петровск."
"Действительно красив ваш город – море под ногами, горы над головой.","Мар-марлле бгIукьязиб шагьар саб ниссила – хьайиб уухьу, хъайид дубурте."
Летом к нам на море приезжают много туристов.,Гьаниий яне ухьуже бахъ-бахъил тталил халкь сабахьай.
И в горном Дагестане теперь отдыхают много туристов.,Дагъистанна дубуртаццибйа на туристе ххя бухубсаб.
УНИВЕРСИТЕТ,УНИВЕРСИТЕТ
Где расположен университет?,Кучиннабну университет?
Университет расположен на улице Гаджиева 43 а.,"Университет МухIумяд Гаджиевла , 43 а ибил нумеррижиб саб."
Какие факультеты имеются в университете?,Сижуд факультете хидну университетлид?
Есть ли в вашем университете юридический (экономический) факультет?,Ищила университетлиб юридический (экономический) факультет хибйи?
Я хочу поступить на филологический факультет.,Дам (даммий) филологиялла факультетле винкейхви биккулда.
"На филологическом факультете есть семь отделений: русское, аварское, даргинское, кумыкское, лакское, лезгинское, табасаранское.","Филологиялла факультетлид ве отделение хид: ӱрӱсла, кIарахъала, даркквала, къумухъла, билукквала, лезгинтала, табасарантла."
МОЁ СЕЛО,ДИЛА ЩЕ
Село.,Ще.
Аул.,Дубурра ще.
Наше село.,Ниссила ще.
Природа вокруг моего села очень красива.,Дила ши-алав тIабигIят Гьакал гIялямятзиб саб.
Какие достопримечательности есть в вашем селении?,Ищила щилццид дахкквижуд се гIялямяте лидну?
В нашем селе есть: комбинат художественных изделий.,Ниссила щилциб тиб: гIяртил.
Музей.,Музей.
Старинная башня.,Талаллазиб ккалъгIя
Мечеть 13 века.,ВицIнугIяппяибил дяшдусла мишит.
Домашние музеи.,Хъилиджуд музейте.
В селе несколько родников.,Щилццид чумйа кьулла лид.
По краю села протекает река.,Щилла лумиб а̄ кIв кабахьул хиб.
"В селе имеется и почта, больница, средняя школа и большой клуб.","Шилцциб пушт, бальница, ушкула, хвалазиб ккулубйа либ."
Сельчане.,Щанте.
Квартал села.,Щилла къватI.
Сельская мечеть.,Щилла мишит.
Сельский годекан.,Щилла ккумала.
Общество села.,Щилла жамигIят.
Сельские обычаи.,Щилла гIядате.
Верхняя часть села. Средняя часть села.,Хъа̄ ша (хъайще). Ба̄ ща (багще).
Нижняя часть села.,Хьа̄ ша (хьайще).
"Я живу в селении Кубачи (Ашты, Сулевкент).","Ду ГIугъбугла (АштIала, Сулейкала) щилццив хIирвихулда."
В МАГАЗИНЕ,ТУКАННИБ
Где находится магазин?,Тукан кучиннабну?
Магазин расположен рядом с домом.,Тукан хъалла щулиб саб.
Когда открывается?,Мут та̄ квбийкьуну?
Во сколько закрывается?,Се вахтла чидийкьуну?
Мне надо пойти в магазин.,Дам туканне укьий бажил саб.
Что ты хочешь купить?,Итти се ассий биккулдину?
Я хочу купить сыр и сахар.,Дам чакайа ниссайа ассий биккулда.
Сколько стоит рыба?,Кусалину бялихъ?
Дайте мне хлеб.,Гьакка дамми тIулутI.
Взвесьте мне I кг сливочного масла.,Умси дамми са килу бяхъялалла.
АДРЕС. ДОМ,ГIЯДРИС. ХЪАЛ
Откуда ты приехал?,У кучиннал сякьиттин?
Я приехал из Махачкалы.,Ду Анжилил сатталла сагъад.
Ты сейчас живешь здесь?,У хена янивдий хIирвийхул ?
Да я живу здесь.,Гьу ду янив хIирвийхулда.
Дайте мне свой адрес.,Ила гIядрис гьакка дамми.
Запишите мой адрес.,Кабга дила гIядрис.
На какой улице ты живешь?,Кучил къаттав у хIирвихулдин?
Я живу на улице Шамова.,Ду Шамхъалла къаттав хIирвийхулда.
Сколько этажей в вашем доме?,Ищила хъалла чум дях тидну ?
На каком этаже ты живешь?,У чумъибил дяхлиживдин хIирвийхул?
Я живу на третьем этаже.,Ду гIябъибил дяхлиживда.
Сколько комнат в вашем доме?,Чум хъал хидну ищила юртлиццид?
У нас три комнаты?,Ниссила гIяб хъал лид.
Приходите к нам в гости.,Сякьина ниссищу шатте.
НА КУХНЕ,ПИЧЛА ХЪИЛИБ
Ты почисти картошку.,Удил картуппе чийдуцIа.
Я замешу тесто.,Дудил лгIудун бяшила.
Налей в миску воды.,Вахъле шин катIа.
Расставь посуду на столе.,УстIуллиже милкьа-вахъ каттихьа.
Приготовь чеснок.,Сейже хIядурба̄ кьа.
Садитесь есть.,Каттига дуки.
Хинкал был очень вкусный.,Гьакал биццизиб ккуц де.
"ЗАВТРАК, ОБЕД, УЖИН","ЛУМБАТ, ИРИЛЛА, ДЯРХХИЛА"
Завтракать.,Лумватий.
Ты позавтракал?,У лумватиттий?
На завтрак я ел урбеч и вареные яйца.,Урбищбал духъне деквид лумватий.
Обед.,Ирилла.
Обедать.,Ирилла укий.
Ужин. Ужинать. Ты ужинал?,Дярххилла. Дярххилла укий. Дярххилла укиттий?
"Нет, я только собираюсь.","Укакид, хена чикухулда."
Я не хочу есть.,Дам укий биккулада.
На обед мы пойдем в ресторан.,Ирилла дукий нусса ресторанне дгIукьилла.
Суп.,Нейгъ.
Гороховый/фасолевый суп.,Хъа̄ лла нейгъ.
Куриный бульон.,ГIягIяла нейгъ.
Омлет.,Хайгана.
Каша гречневая,Гречкалла гьаще
Борщ с мясом.,Борщ.
Молочный суп.,Нигла минж нейгъ.
Суп рисовый.,Минжла нейгъ.
Хинкал.,Ккуц.
Шашлык.,ШишликI.
"Пельмени, курзе.",ГIушккялла хIялуккуцце
"Пицца, хачапури. Калмыцкий чай.",Ххваражин. Къалмухъ чяй.
Сыр.,Нисса. Барццукь.
Десерт.,
Рыба.,Бялихъ.
Масло сливочное.,Бяхъяла.
Принесите нам сыр.,Нисса сакъа нисси.
Мясо.,Диг.
Пирог. Хлеб.,ГIялуккуц ТIулутI
ДНИ НЕДЕЛИ,ЖУМЯГIЛА БӮМЕ
Понедельник.,Итне.
Вторник.,Талат.
Среда.,Вахъле шин катIа.
Четверг.,Хамис / базарра бе.
Пятница.,ЖумягI.
Суббота.,Суббут.
Воскресенье.,ГIялхIят.
ВРЕМЕНА ГОДА,ДУСЛА МАНЗИЛТЕ
Весна.,"Аб, абдикIне."
Лето.,Гьанищи.
Осень.,Ибхьне.
Зима.,"Га, гане."
ВОПРОСЫ,СУАЛТЕ
Кто?,Ча?
Что?,Се?
Где?,Чинаб?
Куда?,Чина?
Когда?,Мӯт? Севахтла?
Почему?,Силий?
Зачем?,Сиба̄ кьий?
Как?,Сагъунне?
Какой? Какая? Какое?,Сизив? Сизий? Сизиб?
Какие?,Сижуд?
Кому?,Чий?
Чему?,Силий?
Откуда?,Чинал?
Сколько?,Чум?
Кто это?,Чану ил?
Что это?,Сину ил?
Где это?,Чинабну ил?
С кем?,Чиццил?
На чем?,Селжиб?
О чем?,Силжил?
Почем?,Кусали?
Что такое?,Сисабну?
Что случилось?,Се агулну?
Что он говорит?,Се укIайну ил?
Что вам угодно?,Се бажилну итти?
Что ты сказал?,Се гьааттин удил?
Что ты говоришь?,Се укIутну у?
Что там находится?,Се хибну ихттуб?
Что здесь написано?,Се кабжибну ихттуб?
Во сколько приходит?,Мут (се вахтла) сякьунну?
Есть вопросы?,Суалте лиди?
Как дела?,Се тяхIярну?
Что нового?,Се хабарте лидну?
Что с вами случилось?,Се ажийну ищи?
Что ты делаешь?,Се бикьулдин удил?
Что мне делать?,Се бакьидан дудил?
Что ты хочешь?,Се биккулдин итти?
Что это такое?,Се сабну (сину) ил?
Как настроение?,Се тяхIярну?
Что вам нужно?,Се бажилдан ищи?
Что тебе нужно?,Се бажилдин итти?
Ты когда приедешь/придешь?,Мӯт сигъулдину (сагъиллану) у?
Кого ты знаешь?,Ча вакIуну итти?
Когда ты уйдешь / уедешь?,Мӯт вахьулдин (вашиллан) у?
Ты зачем приехал / пришел?,У силже сякьиттин?
ПТИЦЫ,ГIИХЛИКЬЯНТЕ
Воробей.,ХъалчIе.
Ворона.,КъгIина.
Голубь.,Нахьва.
Дятел.,КьутI-кьутIе.
Журавль.,Кьанкь.
Индюк.,КIуркIур.
Кукушка.,Ккуккук.
Курица.,ГIягIя.
Куропатка.,Къахъба.
Ласточка.,Жатта.
Гусь.,Къваз.
Утка.,БятIбятIе.
Орел.,ЧIикя.
Петух.,Ттагъва.
Сорока.,Вякьвякье.
Сова.,ТIума.
Сокол.,Къиргъа (къарччигъа).
Трясогузка.,А̄ кIвла хъалчIе.
ДОМАШНИЕ ЖИВОТНЫЕ,ХIЯЙВАНТЕ (МАС)
Баран.,Ква.
Овца.,Мацца.
Бык.,"Ус(бугъа,кIяще)."
Жеребенок.,КъгIита.
Коза.,Ичча.
Козел.,Кьяца.
Корова.,КьгIул.
Лошадь/конь.,Ябу/ууче.
Буйвол.,Гамиш.
Осел.,ХIямхIя.
Осленок.,Ттякку.
Теленок.,Къачча.
Козленок.,Ккичба.
Ягненок.,Мукьаре.
Щенок.,КацIе (Накьай).
Собака.,Ххве.
Кошка\ Кот.,Ччиту/кката.
ДИКИЕ ЖИВОТНЫЕ,ДУЪЛА ЖАНАВАРТЕ
Волк.,БицI.
Медведь.,Ссика.
Тур.,Гьухъла кьяца.
Барсук.,ТIуж.
Белка.,Ярма.
Еж.,Кьиткьа.
Заяц.,Гъвя.
Лиса.,Ккӯтта.
Лев.,Арслан.
Тигр.,Къаплан.
Олень/лось.,Хьвинта/пурс.
Слон.,Пил.
Кабан.,Жакьа.
"ОВОЩИ, ФРУКТЫ, ЯГОДЫ",ЦIИДИХЬ
Картофель (клубень).,Картуппе (гъгIуб).
Топинамбур.,Гурже гъгIуб.
Капуста.,Капуста.
Тыква.,Къабахъ.
Морковь.,ЖитI.
Лук.,Ссейже.
Чеснок.,Ккуццала ссейже.
Огурец.,Усибат.
Помидор.,Памидур.
Арбуз.,Ганихьхьар.
Дыня.,Хъабазаг.
Свекла.,Кьа.
Груша.,ХъгIи.
Слива.,Гъибгъя (кьякьян).
Яблоко.,Гьинзе.
Черешня.,БягIле.
Вишня.,Дурхъе.
Виноград.,ТIитIе.
Клубника.,Лада.
Малина.,Зиза.
Брусника.,Хъахьа.
Терн.,Сумгайте.
Боярышник.,МягIяйте.
Жостер слабительный.,УккатIе.
Крыжовник.,Хвала хъаза.
Ежевика.,Хъамс.
Костяника.,Мяммягъне.
Барбарис.,КьанцI.
Тутовник.,Тут.
Айва.,Ччимите.
Персик.,Кьвайче.
Абрикос.,Ква̄ кква.
Мандарин.,Пуртихан.
Мушмула германская.,Дӯкбе.
Рябина.,Бемудале.
Калина.,Мудале.
Калина гордовина.,Душбе.
Дикая вишня.,Дурхъе.
Черемуха.,Куале.
Кизил.,Ччунабе.
Смородина.,РяхIмят хъаза.
Финик.,Чамистак.
Каштан.,ЧяхIмалут.
ДЕРЕВЬЯ,ТТӮТМЕ
Дерево.,Ттутта.
Ствол.,Ккалкка.
Ива.,Желла.
Дуб.,Миквла.
Орех.,Хъихьвла.
Бук.,Пӯпилла.
Жимолость.,ТIякьялла.
Граб.,Щилла.
Гранат.,Анар.
Береза.,Махъвла.
Липа.,Хийла.
Клен.,ЦIуб усулла.
Орешник.,Силмиквла.
Ясень.,Ццидила.
Тополь.,Ахтаракла.
Ольха.,Мегъвла.
Осина.,Бийдла.
Самшит.,МуцIаце.
Вяз.,Бяжилла.
"ЦВЕТЫ, РАСТИТЕЛЬНОСТЬ, ЗЕРНО","УГВЕ, КЬАЙ, РИЗКЬЕ"
"Цветок, цветы.","Угве, вава."
Ромашка собачья.,Къандубалла угве.
Роза.,Гасе/уггве.
Шиповник.,Гасе.
Одуванчик.,Аппахъус.
Мак.,Накьранача.
Трава (сухая).,Кьай (хъяж).
Камыш.,ЧIихIя.
Солома.,"Никв, бялчя."
Первоцвет.,Анжикьуп.
Зерно.,Кьве.
Пшеница.,АчIе.
Фасоль.,ХIяжла хъā.
Горох.,Хъа.
Просо.,Миче.
Ячмень.,Мухъе.
Рис.,Минж.
Кукуруза.,ХIяжлачIе.
Овес.,Нихъя.
Рожь.,Ссусул.
Заячья капуста.,Хъахъа/уггве.
Галега.,Ццидекьай.
Крапива.,Миц.
Щавель (конский).,Кьац минже (амхаламинж).
Борщевик.,Биххя.
Дягиль.,Бекка.
Дудник.,Бисхъа.
Свербига восточная.,БуцIемаллай.
Смолевка.,ПIянкьикIван.
Шпинат.,Кьаймача.
Черемша.,ХIянку.
Лук странный.,ТIизра.
Лен.,Урбиш/кьай.
Лопух.,Гьахъваллай.
Мята.,Щумаре.
Чабрец (тимьян).,Кьулжналте.
Зверобой.,Чяйлакьай.
Ятрышник.,Жатта/угве.
Дербенник.,Къалмахъчяй.
Клевер.,Минж/уггве.
Купальница.,Шилкан/уггве.
Одуванчик.,Аппахъус.
Тмин.,Гьанзе.
Подснежник.,Ттутагула гъгIуж/уггве.
Шафран (клубень).,Жяпаран (ккута гъюб).
Ветренница.,Ххя/уггве.
Василек горный.,Сарбаз/уггве.
Арника горная.,Хъалбумккан/уггве.
Лядвенец рогатый.,Ттаппе/уггве.
Камнеломка.,Чакай/уггве.
Вероника.,ХъалчIе/уггве.
Незабудка.,Нахьва/уггве.
Первоцвет сибирский.,Дарман/уггве.
Примула.,Анжикьуп.
Рябчики.,Хъихьв/уггве.
Подорожник.,Дихъялла/кьай.
Полынь.,Мӯкьале.
Донник лекарственный.,Даквла/кьай.
Бутень (клубень).,ГъгIубе.
Папоротник.,Ккалихъма.
Фиалка.,Манавша.
Шпинат земляничный.,ХIямхIяла лада.
Горечавка горная.,Ламт/уггве.
Валериана.,Ччитула/кьай.
Гвоздика.,МихикI.
Горечавка.,Ламт/уггве.
Лютик.,РябцIуцIан.
ПОСУДА,МИЛКЬА-ВАХЪ
Тарелка.,"ХатIа, вахъ."
Ложка.,Милкьа.
Вилка.,ЧIала.
Нож.,Дис.
Чайник.,ЧяйникI.
Кастрюля.,ГIяшак.
Сковорода.,Ягълав.
Ведро.,Бидра.
Черпак.,КIуцIул.
Шумовка.,Ккӯццухъе.
Стакан.,Истакан.
Миска.,Вахъ.
Таз.,Дибссе.
Кружка.,Ккурушкка.
"Большая ложка, лопатка.",Кьвалсса.
"ОДЕЖДА, ОБУВЬ","ПАЛТАР, ТТАППЕ"
Одежда.,Палтар.
Платье/рубашка.,Агва/ агвачан.
Платок.,КкатIе.
Брюки.,Вачаг.
Пальто.,ПIалтIу.
Ремень.,Иже.
Шапка.,КьапIа.
Шарф.,Шярп.
Кепка.,Кепка.
Шляпа.,Шиляпа.
Сапоги.,Хахул чакма.
Ботинки.,Чакма.
Туфли.,Тупле.
Галоши.,Каруще.
Обувь.,Ттаппе.
Пиджак.,ПинжикI.
Юбка.,Юпка.
Куртка.,Куртка.
Плащ.,Палаш.
Жилет.,ХIяжиме.
Косынка.,КасинкIа.
ПРЕДМЕТЫ БЫТА,ВАЯХI/ ИРИМАЖА
Стол.,"УстIул, тагь."
Стул.,Гута.
Кровать.,Ккарават.
Диван.,Диван.
Подушка.,ГIянихьхьала.
Матрас.,БицIан.
Постель.,Бӯш.
Одеяло.,Юргъан.
Сундук.,Кьване.
Пылесос.,Пилисус.
Пепельница.,ПIипIильница.
Ножницы.,ЛӯкIа.
Часы.,СяхIят.
Ковер.,ТIамсса/сумагъ.
Палас.,"ЧIянкIа, палас."
Полотенце.,ПIалтIинца.
Скалка.,ЧийбидукIан.
Чугунок.,ЦIигъалла гIяшак.
Веник.,Мӯс.
ЧАСТИ ТЕЛА,ЧА̄ ХЛА ДИКIАНТЕ
Человек.,"Инсан, адаме."
Голова.,БикI.
Шея.,Хъяб.
Рука.,Няхъ.
Нога.,ТIгIуй.
Колено.,Кьукьа.
Локоть.,Кказа няхъ.
Палец/пальцы.,ТIуп/тIуппе.
Грудь.,Михъай.
Живот.,КIултIа.
Спина.,Къахъ.
Лицо.,Бяй.
Глаз/глаза.,Уле /улбе.
Ухо/уши.,Ляй/лгIуппе.
Нос.,КъгIухъ.
Рот.,Муле.
Губы.,КIунтIбе.
Лоб.,Натта.
Язык.,Муццул.
Щека.,Эйкъе.
Бровь/брови.,Нутбе.
Зуб/зубы.,Сула /сулбе.
Волосы.,Гъисбе.
Бок.,Шале.
Затылок.,Гьила бикI.
Плечо.,Хъа̄ чIала.
Зрачок.,Нана уле.
Кожа.,Кам.
Кровь.,Бе̄ .
Борода.,МуцIуй.
Усы.,Супилте.
Коса.,Кьаче.
Чёлка.,Кьвашкьва.
Кишка/кишки.,Йут/йутте.
Ноготь/ногти.,Мика/микне.
Легкие.,Ххуда.
Челюсть.,Хъяхъяй.
Печень.,ДуликI.
Почка.,Саликван.
Сердце.,ӮкIве.
Подбородок.,ХъинцIа.
Селезенка.,КIацI.
Вены.,Тумте.
Горло.,Кьахха/ хъяб.
ЦВЕТА,РАНГТЕ
Белый.,ЦIубзиб.
Черный.,ЦIуттезиб.
Красный.,ИтIинзиб.
Зеленый.,Шяняшсиб.
Синий.,ХьацIзиб.
